surah_number,ayah_number,arabic_uthmani,blank,english_saheeh_international
2,260,وَإِذ قالَ إِبراهيمُ رَبِّ أَرِني كَيفَ تُحيِي المَوتىٰ ۖ قالَ أَوَلَم تُؤمِن ۖ قالَ بَلىٰ وَلٰكِن لِيَطمَئِنَّ قَلبي ۖ قالَ فَخُذ أَربَعَةً مِنَ الطَّيرِ فَصُرهُنَّ إِلَيكَ ثُمَّ اجعَل عَلىٰ كُلِّ جَبَلٍ مِنهُنَّ جُزءًا ثُمَّ ادعُهُنَّ يَأتينَكَ سَعيًا ۚ وَاعلَم أَنَّ اللَّهَ عَزيزٌ حَكيمٌ,w-ʾidh qāl ʾibrāhīm rabb ʾarinī kayf tuḥyil-mawtā qāl ʾ-w-lam tuʾm qāl balā w-lāk l-yaṭmaʾinn qalbī qāl f-khudh ʾarbaʿatam-min ṭ-ṭayr f-ṣurhunn ʾilayk thumm jʿal ʿalā kull jabal minhunn juzʾ thumm dʿuhunn yaʾtīnak saʿy w-ʿlam ʾann llāh ʿazīz ḥakīm,"And mention when Abraham said, ""My Lord, show me how You give life to the dead."" Allah said, ""Have you not believed?"" He said, ""Yes, but I ask only that my heart may be satisfied."" Allah said, ""Take four birds and commit them to yourself. Then after slaughtering them put on each hill a portion of them; then call them - they will come flying to you in haste. And know that Allah is Exalted in Might and Wise"
2,261,مَثَلُ الَّذينَ يُنفِقونَ أَموالَهُم في سَبيلِ اللَّهِ كَمَثَلِ حَبَّةٍ أَنبَتَت سَبعَ سَنابِلَ في كُلِّ سُنبُلَةٍ مِائَةُ حَبَّةٍ ۗ وَاللَّهُ يُضاعِفُ لِمَن يَشاءُ ۗ وَاللَّهُ واسِعٌ عَليمٌ,mathalulladhīn yunfiqūn ʾamwālahum fī sabīl llāh k-mathal ḥabbat ʾanbatat sabʿ sanābil fī kull sunbulat miʾat ḥabbat w-llāh yuḍāʿif l-m yashāʾ w-llāh wāsiʿ ʿalīm-,The example of those who spend their wealth in the way of Allah is like a seed of grain which grows seven spikes; in each spike is a hundred grains. And Allah multiplies His reward for whom He wills. And Allah is all-Encompassing and Knowing
2,262,الَّذينَ يُنفِقونَ أَموالَهُم في سَبيلِ اللَّهِ ثُمَّ لا يُتبِعونَ ما أَنفَقوا مَنًّا وَلا أَذًى ۙ لَهُم أَجرُهُم عِندَ رَبِّهِم وَلا خَوفٌ عَلَيهِم وَلا هُم يَحزَنونَ,alladhīn yunfiqūn ʾamwālahum fī sabīl llāh thumm lā yutbiʿūn mā ʾanfaqū mann w-lā ʾadh lahum ʾajruhum ʿind rabbihim w-lā khawf ʿalayhim w-lā hum yaḥzanūn,"Those who spend their wealth in the way of Allah and then do not follow up what they have spent with reminders of it or other injury will have their reward with their Lord, and there will be no fear concerning them, nor will they grieve"
2,263,۞ قَولٌ مَعروفٌ وَمَغفِرَةٌ خَيرٌ مِن صَدَقَةٍ يَتبَعُها أَذًى ۗ وَاللَّهُ غَنِيٌّ حَليمٌ,qawl maʿrūf w-maghfirat khayr m ṣadaqat yatbaʿuhā ʾadh w-llāh ghaniyy ḥalīm,Kind speech and forgiveness are better than charity followed by injury. And Allah is Free of need and Forbearing
2,264,يا أَيُّهَا الَّذينَ آمَنوا لا تُبطِلوا صَدَقاتِكُم بِالمَنِّ وَالأَذىٰ كَالَّذي يُنفِقُ مالَهُ رِئَاءَ النّاسِ وَلا يُؤمِنُ بِاللَّهِ وَاليَومِ الآخِرِ ۖ فَمَثَلُهُ كَمَثَلِ صَفوانٍ عَلَيهِ تُرابٌ فَأَصابَهُ وابِلٌ فَتَرَكَهُ صَلدًا ۖ لا يَقدِرونَ عَلىٰ شَيءٍ مِمّا كَسَبوا ۗ وَاللَّهُ لا يَهدِي القَومَ الكافِرينَ,yā-ʾayyuhālladhīn ʾāmanū lā tubṭilū ṣadaqātikum b-l-mann w-l-ʾadhā k-lladhī yunfiq mālahū riʾāʾ n-nās w-lā yuʾmin b-llāh w-l-yawmil-ʾākhir f-mathaluhū k-mathal ṣafwān ʿalayh turāb f-ʾaṣābahū wābil f-tarakahū ṣald lā yaqdirūn ʿalā shayʾ mimmā kasabū w-llāh lā yahdīl-qawmal-kāfirīn,"O you who have believed, do not invalidate your charities with reminders or injury as does one who spends his wealth only to be seen by the people and does not believe in Allah and the Last Day. His example is like that of a large smooth stone upon which is dust and is hit by a downpour that leaves it bare. They are unable to keep anything of what they have earned. And Allah does not guide the disbelieving people"
2,265,وَمَثَلُ الَّذينَ يُنفِقونَ أَموالَهُمُ ابتِغاءَ مَرضاتِ اللَّهِ وَتَثبيتًا مِن أَنفُسِهِم كَمَثَلِ جَنَّةٍ بِرَبوَةٍ أَصابَها وابِلٌ فَآتَت أُكُلَها ضِعفَينِ فَإِن لَم يُصِبها وابِلٌ فَطَلٌّ ۗ وَاللَّهُ بِما تَعمَلونَ بَصيرٌ,w-mathalulladhīn yunfiqūn ʾamwālahum btighāʾ marḍāt llāh w-tathbītam-m ʾanfusihim k-mathal jannat b-rabwat ʾaṣābahā wābil f-ʾātat ʾukulahā ḍiʿfayn f-ʾ lam yuṣibhā wābil f-ṭall w-llāh b-mā taʿmalūn baṣīr,"And the example of those who spend their wealth seeking means to the approval of Allah and assuring reward for themselves is like a garden on high ground which is hit by a downpour - so it yields its fruits in double. And even if it is not hit by a downpour, then a drizzle is sufficient. And Allah, of what you do, is Seeing"
2,266,أَيَوَدُّ أَحَدُكُم أَن تَكونَ لَهُ جَنَّةٌ مِن نَخيلٍ وَأَعنابٍ تَجري مِن تَحتِهَا الأَنهارُ لَهُ فيها مِن كُلِّ الثَّمَراتِ وَأَصابَهُ الكِبَرُ وَلَهُ ذُرِّيَّةٌ ضُعَفاءُ فَأَصابَها إِعصارٌ فيهِ نارٌ فَاحتَرَقَت ۗ كَذٰلِكَ يُبَيِّنُ اللَّهُ لَكُمُ الآياتِ لَعَلَّكُم تَتَفَكَّرونَ,ʾ-yawadd ʾaḥadukum ʾ takūn lahū jannat m nakhīl w-ʾaʿnāb tajrī m taḥtihāl-ʾanhār lahū fīhā m kull th-thamarāt w-ʾaṣābahul-kibar w-lahū dhurriyyat ḍuʿafāʾ f-ʾaṣābahā ʾiʿṣār fīh nār f-ḥtaraqat k-dhālik yubayyin llāh lakumul-ʾāyāt laʿallakum tatafakkarūn,"Would one of you like to have a garden of palm trees and grapevines underneath which rivers flow in which he has from every fruit? But he is afflicted with old age and has weak offspring, and it is hit by a whirlwind containing fire and is burned. Thus does Allah make clear to you His verses that you might give thought"
2,267,يا أَيُّهَا الَّذينَ آمَنوا أَنفِقوا مِن طَيِّباتِ ما كَسَبتُم وَمِمّا أَخرَجنا لَكُم مِنَ الأَرضِ ۖ وَلا تَيَمَّمُوا الخَبيثَ مِنهُ تُنفِقونَ وَلَستُم بِآخِذيهِ إِلّا أَن تُغمِضوا فيهِ ۚ وَاعلَموا أَنَّ اللَّهَ غَنِيٌّ حَميدٌ,yā-ʾayyuhālladhīn ʾāmanū ʾanfiqū m ṭayyibātimā kasabtum w-mimmā ʾakhrajnā lakum minal-ʾارḍ w-lā tayammamūl-khabīth minh tunfiqūn w-lastum b-ʾākhidhīh ʾillā ʾ tughmiḍū fīh w-ʿlamū ʾann llāh ghaniyy ḥamīd-,"O you who have believed, spend from the good things which you have earned and from that which We have produced for you from the earth. And do not aim toward the defective therefrom, spending from that while you would not take it yourself except with closed eyes. And know that Allah is Free of need and Praiseworthy"
2,268,الشَّيطانُ يَعِدُكُمُ الفَقرَ وَيَأمُرُكُم بِالفَحشاءِ ۖ وَاللَّهُ يَعِدُكُم مَغفِرَةً مِنهُ وَفَضلًا ۗ وَاللَّهُ واسِعٌ عَليمٌ,ash-shayṭān yaʿidukumul-faqr w-yaʾmurukum b-l-faḥshāʾ w-llāh yaʿidukum maghfiratam-minh w-faḍl w-llāh wāsiʿ ʿalīm,"Satan threatens you with poverty and orders you to immorality, while Allah promises you forgiveness from Him and bounty. And Allah is all-Encompassing and Knowing"
2,269,يُؤتِي الحِكمَةَ مَن يَشاءُ ۚ وَمَن يُؤتَ الحِكمَةَ فَقَد أوتِيَ خَيرًا كَثيرًا ۗ وَما يَذَّكَّرُ إِلّا أُولُو الأَلبابِ,yuʾtīl-ḥikmat m yashāʾ w-m yuʾtal-ḥikmat f-qad ʾūtiy khayr kathīr w-mā yadhdhakkar ʾillā ʾulūl-ʾalbāb,"He gives wisdom to whom He wills, and whoever has been given wisdom has certainly been given much good. And none will remember except those of understanding"
2,270,وَما أَنفَقتُم مِن نَفَقَةٍ أَو نَذَرتُم مِن نَذرٍ فَإِنَّ اللَّهَ يَعلَمُهُ ۗ وَما لِلظّالِمينَ مِن أَنصارٍ,w-mā ʾanfaqtum m nafaqat ʾaw nadhartum m nadhr f-ʾinn llāh yaʿlamuhū w-mā l-ẓ-ẓālimīn m ʾanṣār,"And whatever you spend of expenditures or make of vows - indeed, Allah knows of it. And for the wrongdoers there are no helpers"
2,271,إِن تُبدُوا الصَّدَقاتِ فَنِعِمّا هِيَ ۖ وَإِن تُخفوها وَتُؤتوهَا الفُقَراءَ فَهُوَ خَيرٌ لَكُم ۚ وَيُكَفِّرُ عَنكُم مِن سَيِّئَاتِكُم ۗ وَاللَّهُ بِما تَعمَلونَ خَبيرٌ,ʾ tubdū ṣ-ṣadaqāt f-niʿimmā hiy w-ʾ tukhfūhā w-tuʾtūhāl-fuqarāʾ f-huw khayr lakum w-yukaffir ʿankum m sayyiʾātikum w-llāh b-mā taʿmalūn khabīr,"If you disclose your charitable expenditures, they are good; but if you conceal them and give them to the poor, it is better for you, and He will remove from you some of your misdeeds thereby. And Allah, with what you do, is fully Acquainted"
2,272,۞ لَيسَ عَلَيكَ هُداهُم وَلٰكِنَّ اللَّهَ يَهدي مَن يَشاءُ ۗ وَما تُنفِقوا مِن خَيرٍ فَلِأَنفُسِكُم ۚ وَما تُنفِقونَ إِلَّا ابتِغاءَ وَجهِ اللَّهِ ۚ وَما تُنفِقوا مِن خَيرٍ يُوَفَّ إِلَيكُم وَأَنتُم لا تُظلَمونَ,lays ʿalayk hudāhum w-lākinn llāh yahdī m yashāʾ w-mā tunfiqū m khayr f-l-ʾanfusikum w-mā tunfiqūn ʾillā btighāʾ wajh llāh w-mā tunfiqū m khayr yuwaff ʾilaykum w-ʾantum lā tuẓlamūn,"Not upon you, O Muhammad, is responsibility for their guidance, but Allah guides whom He wills. And whatever good you believers spend is for yourselves, and you do not spend except seeking the countenance of Allah. And whatever you spend of good - it will be fully repaid to you, and you will not be wronged"
2,273,لِلفُقَراءِ الَّذينَ أُحصِروا في سَبيلِ اللَّهِ لا يَستَطيعونَ ضَربًا فِي الأَرضِ يَحسَبُهُمُ الجاهِلُ أَغنِياءَ مِنَ التَّعَفُّفِ تَعرِفُهُم بِسيماهُم لا يَسأَلونَ النّاسَ إِللحافًا ۗ وَما تُنفِقوا مِن خَيرٍ فَإِنَّ اللَّهَ بِهِ عَليمٌ,l-l-fuqarāʾilladhīn ʾuḥṣirū fī sabīl llāh lā yastaṭīʿūn ḍarb fīl-ʾارḍ yaḥsabuhumul-jāhil ʾaghniyāʾ min t-taʿaffuf taʿrifuhum b-sīmāhum lā yasʾalūn n-nās ʾilḥāf w-mā tunfiqū m khayr f-ʾinn llāh bihī ʿalīm-,"Charity is for the poor who have been restricted for the cause of Allah, unable to move about in the land. An ignorant person would think them self-sufficient because of their restraint, but you will know them by their characteristic sign. They do not ask people persistently or at all. And whatever you spend of good - indeed, Allah is Knowing of it"
2,274,الَّذينَ يُنفِقونَ أَموالَهُم بِاللَّيلِ وَالنَّهارِ سِرًّا وَعَلانِيَةً فَلَهُم أَجرُهُم عِندَ رَبِّهِم وَلا خَوفٌ عَلَيهِم وَلا هُم يَحزَنونَ,alladhīn yunfiqūn ʾamwālahum b-l-layl w-n-nahār sirr w-ʿalāniyat f-lahum ʾajruhum ʿind rabbihim w-lā khawf ʿalayhim w-lā hum yaḥzanūn,"Those who spend their wealth in Allah 's way by night and by day, secretly and publicly - they will have their reward with their Lord. And no fear will there be concerning them, nor will they grieve"
2,275,الَّذينَ يَأكُلونَ الرِّبا لا يَقومونَ إِلّا كَما يَقومُ الَّذي يَتَخَبَّطُهُ الشَّيطانُ مِنَ المَسِّ ۚ ذٰلِكَ بِأَنَّهُم قالوا إِنَّمَا البَيعُ مِثلُ الرِّبا ۗ وَأَحَلَّ اللَّهُ البَيعَ وَحَرَّمَ الرِّبا ۚ فَمَن جاءَهُ مَوعِظَةٌ مِن رَبِّهِ فَانتَهىٰ فَلَهُ ما سَلَفَ وَأَمرُهُ إِلَى اللَّهِ ۖ وَمَن عادَ فَأُولٰئِكَ أَصحابُ النّارِ ۖ هُم فيها خالِدونَ,alladhīn yaʾkulūn r-ribā lā yaqūmūn ʾillā k-mā yaqūlulladhī yatakhabbaṭuh sh-shayṭān minal-mass dhālik b-ʾannahum qālū ʾinnamāl-bayʿ mithl r-ribā w-ʾaḥall llāhul-bayʿ w-ḥarram r-ribā f-m jāʾahū mawʿiẓat m rabbihī f-ntahā f-lahū mā salaf w-ʾamruhū ʾilā llāh w-m ʿād f-ʾulāʾik ʾaṣḥāb n-nār hum fīhā khālidūn,"Those who consume interest cannot stand on the Day of Resurrection except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is just like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lord and desists may have what is past, and his affair rests with Allah. But whoever returns to dealing in interest or usury - those are the companions of the Fire; they will abide eternally therein"
2,276,يَمحَقُ اللَّهُ الرِّبا وَيُربِي الصَّدَقاتِ ۗ وَاللَّهُ لا يُحِبُّ كُلَّ كَفّارٍ أَثيمٍ,yamḥaq llāh r-ribā w-yurbī ṣ-ṣadaqāt w-llāh lā yuḥibb kull kaffār ʾathīm,Allah destroys interest and gives increase for charities. And Allah does not like every sinning disbeliever
2,277,إِنَّ الَّذينَ آمَنوا وَعَمِلُوا الصّالِحاتِ وَأَقامُوا الصَّلاةَ وَآتَوُا الزَّكاةَ لَهُم أَجرُهُم عِندَ رَبِّهِم وَلا خَوفٌ عَلَيهِم وَلا هُم يَحزَنونَ,ʾinnalladhīn ʾāmanū w-ʿamilū ṣ-ṣāliḥāt w-ʾaqāmū ṣ-ṣalāt w-ʾātaw z-zakāt lahum ʾajruhum ʿind rabbihim w-lā khawf ʿalayhim w-lā hum yaḥzanūn,"Indeed, those who believe and do righteous deeds and establish prayer and give zakah will have their reward with their Lord, and there will be no fear concerning them, nor will they grieve"
2,278,يا أَيُّهَا الَّذينَ آمَنُوا اتَّقُوا اللَّهَ وَذَروا ما بَقِيَ مِنَ الرِّبا إِن كُنتُم مُؤمِنينَ,yā-ʾayyuhālladhīn ʾāmanū ttaqū llāh w-dharū mā baqiy min r-ribā ʾ kuntum muʾminīn,"O you who have believed, fear Allah and give up what remains due to you of interest, if you should be believers"
2,279,فَإِن لَم تَفعَلوا فَأذَنوا بِحَربٍ مِنَ اللَّهِ وَرَسولِهِ ۖ وَإِن تُبتُم فَلَكُم رُءوسُ أَموالِكُم لا تَظلِمونَ وَلا تُظلَمونَ,f-ʾ lam tafʿalū f-ʾdhanū b-ḥarb min llāh w-rasūlihī w-ʾ tubtum f-lakum ruʾūs ʾamwālikum lā taẓlimūn w-lā tuẓlamūn,"And if you do not, then be informed of a war against you from Allah and His Messenger. But if you repent, you may have your principal - thus you do no wrong, nor are you wronged"
2,280,وَإِن كانَ ذو عُسرَةٍ فَنَظِرَةٌ إِلىٰ مَيسَرَةٍ ۚ وَأَن تَصَدَّقوا خَيرٌ لَكُم ۖ إِن كُنتُم تَعلَمونَ,w-ʾ kān dhū ʿusrat f-naẓirat ʾilā maysarat w-ʾ taṣaddaqū khayr lakum ʾ kuntum taʿlamūn,"And if someone is in hardship, then let there be postponement until a time of ease. But if you give from your right as charity, then it is better for you, if you only knew"
